pos	mean_rec	L95	U95	contig
376540	0.17014	0.15396	0.18898	Chromosome
376638	0.17014	0.15396	0.18898	Chromosome
376730	0.17014	0.15396	0.18898	Chromosome
376768	0.17014	0.15396	0.18898	Chromosome
376803	0.17014	0.15396	0.18898	Chromosome
376928	0.17014	0.15396	0.18898	Chromosome
376974	0.17014	0.15396	0.18898	Chromosome
377065	0.17014	0.15396	0.18898	Chromosome
377407	0.17014	0.15396	0.18898	Chromosome
377414	0.17014	0.15396	0.18898	Chromosome
377418	0.17014	0.15396	0.18898	Chromosome
377429	0.17014	0.15396	0.18898	Chromosome
377486	0.17014	0.15396	0.18898	Chromosome
377506	0.17014	0.15396	0.18898	Chromosome
377584	0.17014	0.15396	0.18898	Chromosome
377585	0.17014	0.15396	0.18898	Chromosome
377684	0.17014	0.15396	0.18898	Chromosome
377697	0.17014	0.15396	0.18898	Chromosome
377716	0.17014	0.15396	0.18898	Chromosome
377717	0.17014	0.15396	0.18898	Chromosome
377733	0.17014	0.15396	0.18898	Chromosome
377757	0.17014	0.15396	0.18898	Chromosome
377809	0.17014	0.15396	0.18898	Chromosome
377861	0.17014	0.15396	0.18898	Chromosome
377877	0.17014	0.15396	0.18898	Chromosome
377885	0.17014	0.15396	0.18898	Chromosome
377935	0.17014	0.15396	0.18898	Chromosome
377983	0.17014	0.15396	0.18898	Chromosome
377990	0.17014	0.15396	0.18898	Chromosome
378033	0.17014	0.15396	0.18898	Chromosome
378074	0.17014	0.15396	0.18898	Chromosome
378161	0.17014	0.15396	0.18898	Chromosome
378167	0.17014	0.15396	0.18898	Chromosome
378335	0.17014	0.15396	0.18898	Chromosome
378338	0.17014	0.15396	0.18898	Chromosome
378527	0.17014	0.15396	0.18898	Chromosome
378536	0.17014	0.15396	0.18898	Chromosome
378626	0.17014	0.15396	0.18898	Chromosome
378638	0.17014	0.15396	0.18898	Chromosome
378663	0.17014	0.15396	0.18898	Chromosome
378684	0.17016	0.15396	0.18936	Chromosome
378687	0.17016	0.15396	0.18936	Chromosome
378794	0.17016	0.15396	0.18936	Chromosome
378804	0.17016	0.15396	0.18936	Chromosome
378843	0.17016	0.15396	0.18936	Chromosome
378884	0.17016	0.15396	0.18936	Chromosome
378921	0.17021	0.15396	0.18956	Chromosome
379018	0.17021	0.15396	0.18956	Chromosome
379063	0.17029	0.15396	0.18971	Chromosome
379187	0.17077	0.15401	0.19009	Chromosome
379199	0.17148	0.15408	0.19133	Chromosome
379241	0.17265	0.15408	0.19669	Chromosome
379262	0.17642	0.15444	0.29587	Chromosome
379346	0.18616	0.15510	0.43563	Chromosome
379502	0.19115	0.15543	0.45847	Chromosome
379552	0.19328	0.15563	0.45934	Chromosome
379587	0.19424	0.15563	0.45971	Chromosome
379650	0.19693	0.15563	0.46017	Chromosome
379734	0.20778	0.15587	0.47248	Chromosome
379829	0.23760	0.15671	0.49412	Chromosome
379961	0.27519	0.15834	0.51148	Chromosome
380088	0.31346	0.16146	0.51965	Chromosome
380139	0.33770	0.16337	0.52365	Chromosome
380153	0.34041	0.16337	0.52402	Chromosome
380291	0.34742	0.16367	0.52608	Chromosome
380367	0.35649	0.16434	0.53081	Chromosome
380387	0.36831	0.16504	0.53684	Chromosome
380508	0.38088	0.16561	0.54621	Chromosome
380576	0.38681	0.16603	0.54953	Chromosome
380642	0.39069	0.16619	0.54953	Chromosome
380643	0.39472	0.16642	0.55333	Chromosome
380659	0.40228	0.16673	0.56100	Chromosome
380695	0.41520	0.16791	0.56576	Chromosome
380897	0.43296	0.16896	0.57386	Chromosome
380915	0.45175	0.17226	0.57900	Chromosome
380945	0.45725	0.17298	0.58032	Chromosome
381047	0.46823	0.17991	0.58626	Chromosome
381061	0.47297	0.18650	0.58723	Chromosome
381092	0.47355	0.18653	0.58801	Chromosome
381101	0.47459	0.18936	0.58983	Chromosome
381284	0.47699	0.24954	0.59157	Chromosome
381428	0.48032	0.28703	0.59665	Chromosome
381683	0.48253	0.29865	0.60059	Chromosome
381961	0.48564	0.32568	0.60214	Chromosome
381979	0.49025	0.34173	0.60618	Chromosome
382022	0.49263	0.36767	0.61223	Chromosome
382126	0.49317	0.37465	0.61419	Chromosome
382153	0.49463	0.40049	0.61532	Chromosome
382381	0.49570	0.40477	0.61562	Chromosome
382387	0.49670	0.40812	0.61924	Chromosome
382432	0.49806	0.41158	0.62175	Chromosome
382462	0.49968	0.41479	0.62374	Chromosome
382525	0.50046	0.41573	0.62453	Chromosome
382675	0.50053	0.41575	0.62453	Chromosome
382683	0.50068	0.41652	0.62499	Chromosome
382876	0.50068	0.41652	0.62499	Chromosome
383002	0.50068	0.41652	0.62499	Chromosome
383176	0.50068	0.41652	0.62499	Chromosome
383263	0.50068	0.41652	0.62499	Chromosome
383341	0.50068	0.41652	0.62499	Chromosome
383548	0.50107	0.41692	0.62518	Chromosome
383649	0.50107	0.41692	0.62518	Chromosome
383949	0.50107	0.41692	0.62518	Chromosome
383986	0.50120	0.41692	0.62533	Chromosome
384331	0.50120	0.41692	0.62533	Chromosome
384416	0.50120	0.41692	0.62533	Chromosome
384471	0.50120	0.41692	0.62533	Chromosome
384538	0.50120	0.41692	0.62533	Chromosome
384775	0.50120	0.41692	0.62533	Chromosome
385021	0.50120	0.41692	0.62533	Chromosome
385045	0.50120	0.41692	0.62533	Chromosome
385156	0.50120	0.41692	0.62533	Chromosome
385182	0.50120	0.41692	0.62533	Chromosome
385279	0.50120	0.41692	0.62533	Chromosome
385300	0.50120	0.41692	0.62533	Chromosome
385502	0.50120	0.41692	0.62533	Chromosome
385619	0.50120	0.41692	0.62533	Chromosome
385651	0.50120	0.41692	0.62533	Chromosome
385694	0.50120	0.41692	0.62533	Chromosome
385772	0.50120	0.41692	0.62533	Chromosome
386006	0.50120	0.41692	0.62533	Chromosome
386379	0.50120	0.41692	0.62533	Chromosome
386462	0.50120	0.41692	0.62533	Chromosome
386501	0.50120	0.41692	0.62533	Chromosome
386509	0.50120	0.41692	0.62533	Chromosome
386665	0.50120	0.41692	0.62533	Chromosome
386764	0.50120	0.41692	0.62533	Chromosome
386830	0.50120	0.41692	0.62533	Chromosome
386840	0.50120	0.41692	0.62533	Chromosome
386950	0.50120	0.41692	0.62533	Chromosome
386956	0.50120	0.41692	0.62533	Chromosome
387101	0.50120	0.41692	0.62533	Chromosome
387187	0.50116	0.41657	0.62533	Chromosome
387325	0.50013	0.41387	0.62533	Chromosome
387639	0.49477	0.34037	0.62374	Chromosome
387723	0.47409	0.28707	0.61540	Chromosome
387923	0.44559	0.27730	0.59396	Chromosome
387986	0.40833	0.27119	0.56542	Chromosome
388164	0.39043	0.26989	0.52428	Chromosome
388191	0.38332	0.26913	0.51342	Chromosome
388311	0.38016	0.26873	0.50900	Chromosome
388392	0.37925	0.26842	0.50745	Chromosome
388438	0.37848	0.26842	0.50611	Chromosome
388446	0.37826	0.26842	0.50539	Chromosome
388480	0.37759	0.26836	0.50499	Chromosome
388496	0.37667	0.26836	0.50264	Chromosome
388570	0.37646	0.26820	0.50264	Chromosome
388698	0.37632	0.26820	0.50243	Chromosome
388824	0.37621	0.26820	0.50243	Chromosome
389201	0.37600	0.26820	0.50243	Chromosome
389265	0.37587	0.26820	0.50241	Chromosome
389319	0.37559	0.26820	0.50122	Chromosome
389345	0.37559	0.26820	0.50122	Chromosome
389401	0.37559	0.26820	0.50122	Chromosome
389412	0.37559	0.26820	0.50122	Chromosome
389583	0.37559	0.26820	0.50122	Chromosome
389878	0.37559	0.26820	0.50122	Chromosome
389934	0.37559	0.26820	0.50122	Chromosome
390207	0.37559	0.26820	0.50122	Chromosome
390219	0.37559	0.26820	0.50122	Chromosome
390330	0.37518	0.26764	0.50122	Chromosome
390431	0.37393	0.26651	0.50095	Chromosome
390509	0.36856	0.24713	0.49984	Chromosome
390527	0.36373	0.22685	0.49961	Chromosome
390602	0.35892	0.22188	0.49937	Chromosome
390694	0.35233	0.21834	0.49668	Chromosome
390758	0.34312	0.21510	0.49523	Chromosome
390809	0.32929	0.21216	0.48830	Chromosome
391292	0.31949	0.21078	0.48532	Chromosome
391513	0.31069	0.20987	0.48044	Chromosome
391610	0.30432	0.20934	0.47867	Chromosome
391992	0.29715	0.20841	0.47575	Chromosome
392006	0.29104	0.20766	0.46677	Chromosome
392047	0.28487	0.20728	0.45738	Chromosome
392057	0.28082	0.20724	0.45454	Chromosome
392071	0.27829	0.20685	0.45061	Chromosome
392135	0.27584	0.20663	0.44564	Chromosome
392208	0.27076	0.20619	0.43298	Chromosome
392261	0.26773	0.20566	0.42149	Chromosome
392283	0.26482	0.20561	0.34037	Chromosome
392342	0.26250	0.20536	0.33539	Chromosome
392565	0.26135	0.20536	0.33222	Chromosome
392655	0.26111	0.20536	0.33181	Chromosome
392685	0.26021	0.20533	0.32979	Chromosome
392768	0.25975	0.20533	0.32835	Chromosome
392776	0.25975	0.20533	0.32835	Chromosome
392812	0.25975	0.20533	0.32835	Chromosome
392825	0.25975	0.20533	0.32835	Chromosome
392985	0.25975	0.20533	0.32835	Chromosome
393157	0.25975	0.20533	0.32835	Chromosome
393250	0.25975	0.20533	0.32835	Chromosome
393409	0.25975	0.20533	0.32835	Chromosome
393418	0.25975	0.20533	0.32835	Chromosome
393449	0.25975	0.20533	0.32835	Chromosome
393507	0.25975	0.20533	0.32835	Chromosome
393545	0.25975	0.20533	0.32835	Chromosome
393624	0.25975	0.20533	0.32835	Chromosome
393715	0.25975	0.20533	0.32835	Chromosome
393961	0.25975	0.20533	0.32835	Chromosome
394090	0.25975	0.20533	0.32835	Chromosome
394204	0.25975	0.20533	0.32835	Chromosome
394420	0.25975	0.20533	0.32835	Chromosome
394632	0.25975	0.20533	0.32835	Chromosome
394807	0.25975	0.20533	0.32835	Chromosome
395023	0.25975	0.20533	0.32835	Chromosome
395194	0.25975	0.20533	0.32835	Chromosome
395247	0.25975	0.20533	0.32835	Chromosome
395373	0.25975	0.20533	0.32835	Chromosome
395518	0.25975	0.20533	0.32835	Chromosome
395629	0.25975	0.20533	0.32835	Chromosome
395949	0.25975	0.20533	0.32835	Chromosome
396028	0.25975	0.20533	0.32835	Chromosome
396054	0.25975	0.20533	0.32835	Chromosome
396182	0.25975	0.20533	0.32835	Chromosome
396195	0.25975	0.20533	0.32835	Chromosome
396239	0.25975	0.20533	0.32835	Chromosome
396311	0.25975	0.20533	0.32835	Chromosome
396427	0.25975	0.20533	0.32835	Chromosome
396778	0.25975	0.20533	0.32835	Chromosome
396859	0.25975	0.20533	0.32835	Chromosome
396894	0.25975	0.20533	0.32835	Chromosome
397114	0.25975	0.20533	0.32835	Chromosome
397520	0.25975	0.20533	0.32835	Chromosome
398081	0.25975	0.20533	0.32835	Chromosome
398207	0.25975	0.20533	0.32835	Chromosome
398323	0.25975	0.20533	0.32835	Chromosome
398357	0.25975	0.20533	0.32835	Chromosome
398557	0.25975	0.20533	0.32835	Chromosome
398675	0.25975	0.20533	0.32835	Chromosome
398840	0.25975	0.20533	0.32835	Chromosome
398875	0.25975	0.20533	0.32835	Chromosome
398921	0.25975	0.20533	0.32835	Chromosome
399113	0.25975	0.20533	0.32835	Chromosome
399227	0.25975	0.20533	0.32835	Chromosome
399440	0.25975	0.20533	0.32835	Chromosome
399716	0.25980	0.20533	0.32835	Chromosome
399977	0.25980	0.20533	0.32835	Chromosome
399982	0.25980	0.20533	0.32835	Chromosome
400103	0.25980	0.20533	0.32835	Chromosome
400358	0.25980	0.20533	0.32835	Chromosome
400382	0.26025	0.20533	0.32941	Chromosome
400559	0.26042	0.20533	0.32979	Chromosome
400895	0.26042	0.20533	0.32979	Chromosome
400973	0.26082	0.20536	0.32991	Chromosome
401063	0.26082	0.20536	0.32991	Chromosome
401121	0.26082	0.20536	0.32991	Chromosome
401324	0.26103	0.20536	0.33052	Chromosome
401555	0.26103	0.20536	0.33052	Chromosome
401573	0.26103	0.20536	0.33052	Chromosome
401582	0.26114	0.20536	0.33072	Chromosome
401900	0.26114	0.20536	0.33072	Chromosome
401990	0.26132	0.20536	0.33075	Chromosome
402065	0.26132	0.20536	0.33075	Chromosome
402125	0.26132	0.20536	0.33075	Chromosome
402173	0.26043	0.20530	0.32988	Chromosome
402174	0.26022	0.20512	0.32979	Chromosome
402409	0.25930	0.20479	0.32941	Chromosome
402509	0.25839	0.20450	0.32814	Chromosome
402656	0.25765	0.20430	0.32801	Chromosome
402803	0.25690	0.20391	0.32801	Chromosome
403028	0.25588	0.20327	0.32776	Chromosome
403235	0.25503	0.20306	0.32772	Chromosome
403306	0.25294	0.20227	0.32708	Chromosome
403364	0.25167	0.20201	0.32708	Chromosome
403394	0.25009	0.20191	0.32510	Chromosome
403435	0.24814	0.20134	0.32459	Chromosome
403448	0.24540	0.20064	0.32329	Chromosome
403475	0.24210	0.19941	0.32169	Chromosome
403505	0.23826	0.19818	0.31866	Chromosome
403512	0.23499	0.19729	0.31354	Chromosome
403595	0.23171	0.19662	0.31084	Chromosome
403616	0.22921	0.19628	0.30968	Chromosome
403658	0.22638	0.19546	0.30687	Chromosome
403778	0.22268	0.19428	0.30477	Chromosome
403817	0.21780	0.19387	0.29539	Chromosome
403838	0.21486	0.19359	0.28183	Chromosome
403859	0.21356	0.19353	0.24269	Chromosome
403862	0.21272	0.19353	0.23764	Chromosome
403922	0.21227	0.19351	0.23636	Chromosome
404068	0.21196	0.19351	0.23558	Chromosome
404186	0.21187	0.19351	0.23508	Chromosome
404200	0.21185	0.19351	0.23496	Chromosome
404212	0.21185	0.19351	0.23496	Chromosome
404261	0.21185	0.19351	0.23496	Chromosome
404312	0.21185	0.19351	0.23496	Chromosome
404330	0.21185	0.19351	0.23496	Chromosome
404332	0.21185	0.19351	0.23496	Chromosome
404401	0.21185	0.19351	0.23496	Chromosome
404459	0.21185	0.19351	0.23496	Chromosome
404516	0.21185	0.19351	0.23496	Chromosome
404558	0.21185	0.19351	0.23496	Chromosome
404576	0.21185	0.19351	0.23496	Chromosome
404582	0.21185	0.19351	0.23496	Chromosome
404720	0.21185	0.19351	0.23496	Chromosome
404813	0.21185	0.19351	0.23496	Chromosome
404831	0.21185	0.19351	0.23496	Chromosome
404857	0.21185	0.19351	0.23496	Chromosome
404942	0.21185	0.19351	0.23496	Chromosome
404987	0.21185	0.19351	0.23496	Chromosome
405029	0.21185	0.19351	0.23496	Chromosome
405207	0.21185	0.19351	0.23496	Chromosome
405339	0.21185	0.19351	0.23496	Chromosome
405438	0.21185	0.19351	0.23496	Chromosome
405478	0.21185	0.19351	0.23496	Chromosome
405683	0.21185	0.19351	0.23496	Chromosome
405753	0.21185	0.19351	0.23496	Chromosome
405811	0.21185	0.19351	0.23496	Chromosome
405913	0.21185	0.19351	0.23496	Chromosome
405973	0.21183	0.19351	0.23496	Chromosome
406057	0.21183	0.19351	0.23496	Chromosome
406060	0.21183	0.19351	0.23496	Chromosome
406068	0.21183	0.19351	0.23496	Chromosome
406111	0.21183	0.19351	0.23496	Chromosome
406113	0.21183	0.19351	0.23496	Chromosome
406158	0.21183	0.19351	0.23496	Chromosome
406171	0.21183	0.19351	0.23496	Chromosome
406250	0.21183	0.19351	0.23496	Chromosome
406282	0.21183	0.19351	0.23496	Chromosome
406379	0.21183	0.19351	0.23496	Chromosome
406390	0.21183	0.19351	0.23496	Chromosome
406406	0.21183	0.19351	0.23496	Chromosome
406409	0.21183	0.19351	0.23496	Chromosome
406591	0.21183	0.19351	0.23496	Chromosome
406659	0.21183	0.19351	0.23496	Chromosome
406697	0.21183	0.19351	0.23496	Chromosome
406706	0.21183	0.19351	0.23496	Chromosome
406797	0.21183	0.19351	0.23496	Chromosome
406832	0.21183	0.19351	0.23496	Chromosome
406947	0.21183	0.19351	0.23496	Chromosome
406951	0.21183	0.19351	0.23496	Chromosome
407017	0.21183	0.19351	0.23496	Chromosome
407158	0.21183	0.19351	0.23496	Chromosome
407236	0.21183	0.19351	0.23496	Chromosome
407335	0.21183	0.19351	0.23496	Chromosome
407356	0.21183	0.19351	0.23496	Chromosome
407380	0.21183	0.19351	0.23496	Chromosome
407503	0.21183	0.19351	0.23496	Chromosome
407566	0.21183	0.19351	0.23496	Chromosome
407568	0.21183	0.19351	0.23496	Chromosome
407674	0.21183	0.19351	0.23496	Chromosome
407731	0.21183	0.19351	0.23496	Chromosome
407952	0.21183	0.19351	0.23496	Chromosome
408063	0.21183	0.19351	0.23496	Chromosome
408285	0.21183	0.19351	0.23496	Chromosome
408288	0.21183	0.19351	0.23496	Chromosome
408353	0.21183	0.19351	0.23496	Chromosome
408803	0.21183	0.19351	0.23496	Chromosome
408875	0.21183	0.19351	0.23496	Chromosome
408922	0.21183	0.19351	0.23496	Chromosome
408934	0.21183	0.19351	0.23496	Chromosome
408935	0.21183	0.19351	0.23496	Chromosome
409337	0.21183	0.19351	0.23496	Chromosome
409346	0.21183	0.19351	0.23496	Chromosome
409452	0.21183	0.19351	0.23496	Chromosome
409513	0.21183	0.19351	0.23496	Chromosome
409629	0.21183	0.19351	0.23496	Chromosome
409632	0.21183	0.19351	0.23496	Chromosome
409653	0.21183	0.19351	0.23496	Chromosome
409659	0.21183	0.19351	0.23496	Chromosome
409753	0.21183	0.19351	0.23496	Chromosome
409872	0.21183	0.19351	0.23496	Chromosome
409929	0.21183	0.19351	0.23496	Chromosome
409968	0.21183	0.19351	0.23496	Chromosome
409998	0.21228	0.19351	0.23527	Chromosome
410090	0.21671	0.19351	0.23839	Chromosome
410236	0.25375	0.19387	0.65708	Chromosome
410239	0.35829	0.19551	0.79012	Chromosome
410252	0.63338	0.20388	1.05826	Chromosome
410298	0.73775	0.21469	1.26717	Chromosome
410550	0.82228	0.55944	1.86991	Chromosome
410742	0.82228	0.55944	1.86991	Chromosome
410772	0.82228	0.55944	1.86991	Chromosome
410807	0.77941	0.51400	1.46095	Chromosome
410816	0.75230	0.25254	1.26717	Chromosome
410858	0.71254	0.24245	1.08554	Chromosome
410901	0.70057	0.24067	1.05638	Chromosome
410921	0.69905	0.24023	1.05232	Chromosome
410934	0.68485	0.23503	1.04192	Chromosome
410972	0.62467	0.21245	0.98614	Chromosome
410973	0.55358	0.20540	0.89963	Chromosome
410981	0.50393	0.20258	0.81207	Chromosome
411050	0.47504	0.20138	0.76356	Chromosome
411158	0.46149	0.20054	0.75861	Chromosome
411159	0.45088	0.20041	0.75501	Chromosome
411236	0.30275	0.19026	0.69259	Chromosome
411286	0.23965	0.18811	0.62243	Chromosome
411389	0.21578	0.18771	0.25386	Chromosome
411439	0.21558	0.18771	0.25384	Chromosome
411513	0.21558	0.18771	0.25384	Chromosome
411534	0.21558	0.18771	0.25384	Chromosome
411555	0.21558	0.18771	0.25384	Chromosome
411579	0.21566	0.18780	0.25384	Chromosome
411647	0.21566	0.18780	0.25384	Chromosome
411654	0.21566	0.18780	0.25384	Chromosome
411669	0.21566	0.18780	0.25384	Chromosome
411756	0.21566	0.18780	0.25384	Chromosome
411764	0.21566	0.18780	0.25384	Chromosome
411780	0.21566	0.18780	0.25384	Chromosome
411793	0.21566	0.18780	0.25384	Chromosome
411798	0.21566	0.18780	0.25384	Chromosome
411963	0.21566	0.18780	0.25384	Chromosome
412086	0.21566	0.18780	0.25384	Chromosome
412112	0.21566	0.18780	0.25384	Chromosome
412127	0.21566	0.18780	0.25384	Chromosome
412266	0.21566	0.18780	0.25384	Chromosome
412380	0.21566	0.18780	0.25384	Chromosome
412388	0.21566	0.18780	0.25384	Chromosome
412487	0.21566	0.18780	0.25384	Chromosome
412596	0.21566	0.18780	0.25384	Chromosome
412674	0.21566	0.18780	0.25384	Chromosome
412707	0.21566	0.18780	0.25384	Chromosome
412854	0.21566	0.18780	0.25384	Chromosome
413084	0.21566	0.18780	0.25384	Chromosome
413110	0.21566	0.18780	0.25384	Chromosome
413328	0.21562	0.18771	0.25384	Chromosome
413334	0.21548	0.18736	0.25373	Chromosome
413373	0.21541	0.18712	0.25373	Chromosome
413466	0.21512	0.18689	0.25371	Chromosome
413565	0.21486	0.18649	0.25371	Chromosome
413622	0.21104	0.13319	0.25314	Chromosome
413631	0.16812	0.00691	0.24193	Chromosome
413634	0.13355	0.00311	0.22195	Chromosome
413680	0.12838	0.00302	0.22056	Chromosome
413689	0.12749	0.00302	0.22016	Chromosome
413793	0.12741	0.00302	0.22016	Chromosome
413862	0.12741	0.00302	0.22016	Chromosome
413880	0.12741	0.00302	0.22016	Chromosome
413922	0.12741	0.00302	0.22016	Chromosome
413977	12.92548	10.45808	15.58592	Chromosome
414114	12.97670	10.46471	15.60109	Chromosome
414181	0.07830	0.00103	0.51718	Chromosome
414313	0.07830	0.00103	0.51718	Chromosome
414333	0.07830	0.00103	0.51718	Chromosome
414360	0.07830	0.00103	0.51718	Chromosome
414390	0.07856	0.00103	0.51718	Chromosome
414398	0.08638	0.00103	0.52428	Chromosome
414408	0.19380	0.00131	0.57668	Chromosome
414416	0.50668	0.01007	0.84645	Chromosome
414423	0.60165	0.47389	1.56208	Chromosome
414438	0.60893	0.47674	1.58710	Chromosome
414519	0.60560	0.47587	1.57552	Chromosome
414531	0.58516	0.47162	1.28025	Chromosome
414548	0.57190	0.46645	1.09461	Chromosome
414557	0.56075	0.46393	0.98038	Chromosome
414653	0.55156	0.45964	0.91979	Chromosome
414813	0.54565	0.45777	0.85941	Chromosome
414838	0.54528	0.45772	0.85157	Chromosome
414854	0.54493	0.45759	0.84843	Chromosome
414871	0.54356	0.45309	0.84645	Chromosome
414904	0.54331	0.45307	0.83844	Chromosome
415218	0.53898	0.44956	0.65936	Chromosome
415245	0.53183	0.43977	0.62674	Chromosome
415275	0.52904	0.43099	0.61646	Chromosome
415303	0.52880	0.43099	0.61642	Chromosome
415467	0.52880	0.43099	0.61642	Chromosome
415500	0.52880	0.43099	0.61642	Chromosome
415596	0.52864	0.43046	0.61642	Chromosome
415707	0.52864	0.43046	0.61642	Chromosome
415790	0.52852	0.43011	0.61642	Chromosome
416010	0.52852	0.43011	0.61642	Chromosome
416043	0.52852	0.43011	0.61642	Chromosome
416076	0.52852	0.43011	0.61642	Chromosome
416281	0.52852	0.43011	0.61642	Chromosome
416294	0.52852	0.43011	0.61642	Chromosome
416329	0.52852	0.43011	0.61642	Chromosome
416377	0.52852	0.43011	0.61642	Chromosome
416514	0.52852	0.43011	0.61642	Chromosome
416530	0.52837	0.42890	0.61642	Chromosome
416710	0.52038	0.26784	0.61173	Chromosome
416826	0.48907	0.23793	0.59949	Chromosome
417257	0.45751	0.23450	0.59279	Chromosome
417736	0.43939	0.23232	0.58979	Chromosome
417738	0.38890	0.20687	0.57246	Chromosome
417762	0.34105	0.19523	0.56122	Chromosome
417932	0.27623	0.17913	0.53266	Chromosome
418029	0.24972	0.17414	0.50852	Chromosome
418254	0.24174	0.17309	0.46242	Chromosome
418255	0.23688	0.17232	0.26646	Chromosome
418421	0.23350	0.17166	0.26406	Chromosome
418444	0.23201	0.17083	0.26316	Chromosome
418513	0.23190	0.17083	0.26299	Chromosome
418635	0.23190	0.17083	0.26299	Chromosome
418637	0.23190	0.17083	0.26299	Chromosome
418757	0.23190	0.17083	0.26299	Chromosome
418902	0.23190	0.17083	0.26299	Chromosome
419231	0.23190	0.17083	0.26299	Chromosome
419278	0.23190	0.17083	0.26299	Chromosome
419288	0.23190	0.17083	0.26299	Chromosome
419396	0.23190	0.17083	0.26299	Chromosome
419402	0.23190	0.17083	0.26299	Chromosome
419779	0.23190	0.17083	0.26299	Chromosome
419833	0.23190	0.17083	0.26299	Chromosome
419839	0.23190	0.17083	0.26299	Chromosome
419938	0.23190	0.17083	0.26299	Chromosome
419982	0.23190	0.17083	0.26299	Chromosome
420025	0.23190	0.17083	0.26299	Chromosome
420054	0.23190	0.17083	0.26299	Chromosome
420075	0.23190	0.17083	0.26299	Chromosome
420088	0.23190	0.17083	0.26299	Chromosome
420132	0.23190	0.17083	0.26299	Chromosome
420148	0.23190	0.17083	0.26299	Chromosome
420235	0.23190	0.17083	0.26299	Chromosome
420561	0.23190	0.17083	0.26299	Chromosome
420567	0.23190	0.17083	0.26299	Chromosome
420571	0.23190	0.17083	0.26299	Chromosome
420697	0.23194	0.17083	0.26299	Chromosome
420719	0.23194	0.17083	0.26299	Chromosome
420778	0.23200	0.17095	0.26316	Chromosome
420877	0.23210	0.17166	0.26343	Chromosome
421042	0.23220	0.17166	0.26368	Chromosome
421159	0.23224	0.17172	0.26368	Chromosome
421602	0.23239	0.17179	0.26377	Chromosome
421636	0.23257	0.17182	0.26391	Chromosome
421638	0.23290	0.17202	0.26425	Chromosome
421644	0.23306	0.17202	0.26440	Chromosome
421715	0.23345	0.17249	0.26540	Chromosome
421740	0.23415	0.17296	0.26694	Chromosome
421815	0.23505	0.17319	0.26977	Chromosome
421967	0.23577	0.17361	0.27141	Chromosome
421971	0.23634	0.17420	0.27233	Chromosome
421990	0.23688	0.17423	0.27490	Chromosome
422022	0.23806	0.17733	0.28048	Chromosome
422087	0.23915	0.17820	0.28511	Chromosome
422174	0.24068	0.17994	0.28645	Chromosome
422189	0.24200	0.18099	0.28979	Chromosome
422190	0.24313	0.18312	0.29151	Chromosome
422212	0.24379	0.18500	0.29261	Chromosome
422351	0.24412	0.18571	0.29345	Chromosome
422383	0.24427	0.18574	0.29347	Chromosome
422551	0.24457	0.18645	0.29423	Chromosome
422555	0.24475	0.18645	0.29423	Chromosome
422593	0.24514	0.18645	0.29552	Chromosome
422599	0.24561	0.18687	0.29673	Chromosome
422613	0.24620	0.18760	0.29841	Chromosome
422623	0.24680	0.18888	0.30006	Chromosome
422855	0.24755	0.18977	0.30112	Chromosome
422926	0.24929	0.19206	0.30545	Chromosome
423090	0.25156	0.19466	0.31472	Chromosome
423128	0.25381	0.19988	0.31958	Chromosome
423147	0.25739	0.22020	0.32718	Chromosome
423171	0.25877	0.22364	0.33118	Chromosome
423432	0.25908	0.22410	0.33159	Chromosome
423465	0.25908	0.22410	0.33159	Chromosome
423486	0.25915	0.22419	0.33159	Chromosome
423534	0.25915	0.22419	0.33159	Chromosome
423966	0.25915	0.22419	0.33159	Chromosome
424067	0.25915	0.22419	0.33159	Chromosome
424149	0.25915	0.22419	0.33159	Chromosome
424189	0.25915	0.22419	0.33159	Chromosome
424233	0.25915	0.22419	0.33159	Chromosome
424481	0.25915	0.22419	0.33159	Chromosome
424810	0.25922	0.22423	0.33159	Chromosome
425104	0.25922	0.22423	0.33159	Chromosome
425149	0.25927	0.22423	0.33159	Chromosome
425199	0.25927	0.22423	0.33159	Chromosome
425230	0.25927	0.22423	0.33159	Chromosome
425296	0.25927	0.22423	0.33159	Chromosome
425302	0.25938	0.22482	0.33159	Chromosome
425323	0.25941	0.22492	0.33159	Chromosome
425335	0.25941	0.22492	0.33159	Chromosome
425617	0.25941	0.22492	0.33159	Chromosome
425696	0.25941	0.22492	0.33159	Chromosome
425766	0.25941	0.22492	0.33159	Chromosome
425804	0.25941	0.22492	0.33159	Chromosome
426021	0.25941	0.22492	0.33159	Chromosome
426459	0.25941	0.22492	0.33159	Chromosome
426465	0.25941	0.22492	0.33159	Chromosome
426759	0.25941	0.22492	0.33159	Chromosome
426766	0.25941	0.22492	0.33159	Chromosome
427305	0.25941	0.22492	0.33159	Chromosome
427381	0.25941	0.22492	0.33159	Chromosome
427387	0.25941	0.22492	0.33159	Chromosome
427388	0.25941	0.22492	0.33159	Chromosome
427527	0.25941	0.22492	0.33159	Chromosome
427809	0.25941	0.22492	0.33159	Chromosome
427879	0.25941	0.22492	0.33159	Chromosome
427902	0.25941	0.22492	0.33159	Chromosome
427917	0.25941	0.22492	0.33159	Chromosome
427977	0.25941	0.22492	0.33159	Chromosome
428013	0.25941	0.22492	0.33159	Chromosome
428062	0.25941	0.22492	0.33159	Chromosome
428307	0.25941	0.22492	0.33159	Chromosome
